Timestamp,id,lat,long
01/06/2014 07:34:01,27,36.06922654,24.88417567
01/06/2014 07:34:01,27,36.06918401,24.88426578
01/06/2014 07:34:02,27,36.06913449,24.88420079
01/06/2014 07:34:03,27,36.0691157,24.88425902
01/06/2014 07:34:06,27,36.06901833,24.88419627
01/06/2014 07:34:07,27,36.06892932,24.88429922
01/06/2014 07:34:10,27,36.06880439,24.88427702
01/06/2014 07:34:11,27,36.06872263,24.88428133
01/06/2014 07:34:13,27,36.06867649,24.88424521
01/06/2014 07:34:14,27,36.06856165,24.88430427
01/06/2014 07:34:15,27,36.06855695,24.88431416
01/06/2014 07:34:20,27,36.06832283,24.88432696
01/06/2014 07:34:21,27,36.06822088,24.88429092
01/06/2014 07:34:22,27,36.06818153,24.88429036
01/06/2014 07:34:27,27,36.06790946,24.88427262
01/06/2014 07:34:29,27,36.0677951,24.88428274
01/06/2014 07:34:30,27,36.06779446,24.88426432
01/06/2014 07:34:33,27,36.06765298,24.88435581
01/06/2014 07:34:36,27,36.06744405,24.88427022
01/06/2014 07:34:37,27,36.06744544,24.88434967
01/06/2014 07:34:39,27,36.06729826,24.88436552
01/06/2014 07:34:40,27,36.06724996,24.88435573
01/06/2014 07:34:41,27,36.0672063,24.88431592
01/06/2014 07:34:42,27,36.06721938,24.88428817
01/06/2014 07:34:43,27,36.06712711,24.88431357
01/06/2014 07:34:45,27,36.0670361,24.8843201
01/06/2014 07:34:46,27,36.06693997,24.88436441
01/06/2014 07:34:49,27,36.0667951,24.88435841
01/06/2014 07:34:50,27,36.0667961,24.88430669
01/06/2014 07:34:51,27,36.06675211,24.88435785
01/06/2014 07:34:54,27,36.06659821,24.88434279
01/06/2014 07:34:55,27,36.06652329,24.88431728
01/06/2014 07:34:56,27,36.06647006,24.88429772
01/06/2014 07:34:57,27,36.06643902,24.88440677
01/06/2014 07:34:58,27,36.06651154,24.8844018
01/06/2014 07:35:01,27,36.0664831,24.88454992
01/06/2014 07:35:02,27,36.06652115,24.88460543
01/06/2014 07:35:04,27,36.06644711,24.88474811
01/06/2014 07:35:06,27,36.06651199,24.88486766
01/06/2014 07:35:07,27,36.06652362,24.88492549
01/06/2014 07:35:08,27,36.06647939,24.88490214
01/06/2014 07:35:11,27,36.06648399,24.88503525
01/06/2014 07:35:12,27,36.06646574,24.88512465
01/06/2014 07:35:17,27,36.06648543,24.88538979
01/06/2014 07:35:21,27,36.06641958,24.88553049
01/06/2014 07:35:24,27,36.06650101,24.88575236
01/06/2014 07:35:26,27,36.06649116,24.88585013
01/06/2014 07:35:27,27,36.06641726,24.88590696
01/06/2014 07:35:29,27,36.06639231,24.8858724
01/06/2014 07:35:30,27,36.06632342,24.8859339
01/06/2014 07:35:31,27,36.06633323,24.88593706
01/06/2014 07:35:32,27,36.06625371,24.88593346
01/06/2014 07:35:34,27,36.06613171,24.88587215
01/06/2014 07:35:36,27,36.06606984,24.88588405
01/06/2014 07:35:37,27,36.0659869,24.88593412
01/06/2014 07:35:41,27,36.06578134,24.88588135
01/06/2014 07:35:43,27,36.06575445,24.88590975
01/06/2014 07:35:44,27,36.06564966,24.88590249
01/06/2014 07:35:45,27,36.06559625,24.88595239
01/06/2014 07:35:46,27,36.06554468,24.88590924
01/06/2014 07:35:47,27,36.06556287,24.88592634
01/06/2014 07:35:48,27,36.06543227,24.88589394
01/06/2014 07:35:49,27,36.06543254,24.88589681
01/06/2014 07:35:50,27,36.0653209,24.88590067
01/06/2014 07:35:51,27,36.0653313,24.88586521
01/06/2014 07:35:52,27,36.06529271,24.8859425
01/06/2014 07:35:53,27,36.06516747,24.88594527
01/06/2014 07:35:54,27,36.06518177,24.88592202
01/06/2014 07:35:55,27,36.06509422,24.88588122
01/06/2014 07:35:56,27,36.06511082,24.88592452
01/06/2014 07:35:57,27,36.06499898,24.88586189
01/06/2014 07:36:02,27,36.0647742,24.88586019
01/06/2014 07:36:03,27,36.0647484,24.88591366
01/06/2014 07:36:06,27,36.06457313,24.8859235
01/06/2014 07:36:13,27,36.06417622,24.88594766
01/06/2014 07:36:16,27,36.06404193,24.88591797
01/06/2014 07:36:19,27,36.06389801,24.88591711
01/06/2014 07:36:20,27,36.06389866,24.88593556
01/06/2014 07:36:22,27,36.063771,24.88590326
01/06/2014 07:36:23,27,36.06372205,24.88595744
01/06/2014 07:36:24,27,36.06370748,24.88586596
01/06/2014 07:36:25,27,36.06368892,24.8859214
01/06/2014 07:36:26,27,36.06362554,24.88595509
01/06/2014 07:52:01,27,36.06369915,24.8859164
01/06/2014 07:52:03,27,36.0634997,24.88593529
01/06/2014 07:52:04,27,36.06347781,24.88588391
01/06/2014 07:52:08,27,36.06322995,24.88589451
01/06/2014 07:52:10,27,36.06312954,24.88593706
01/06/2014 07:52:12,27,36.06306297,24.88590835
01/06/2014 07:52:13,27,36.06300716,24.88589886
01/06/2014 07:52:14,27,36.06292482,24.8858833
01/06/2014 07:52:16,27,36.06291665,24.88586567
01/06/2014 07:52:17,27,36.06285523,24.88587026
01/06/2014 07:52:19,27,36.06268369,24.88584667
01/06/2014 07:52:22,27,36.06256858,24.88581313
01/06/2014 07:52:24,27,36.06244309,24.88578132
01/06/2014 07:52:28,27,36.06233275,24.88571658
01/06/2014 07:52:29,27,36.06228933,24.88573548
01/06/2014 07:52:31,27,36.06216466,24.88565393
01/06/2014 07:52:34,27,36.06196684,24.885693
01/06/2014 07:52:36,27,36.06188374,24.88567589
01/06/2014 07:52:37,27,36.06183836,24.88562901
01/06/2014 07:52:38,27,36.06182691,24.88567843
01/06/2014 07:52:39,27,36.06174129,24.88567015
01/06/2014 07:52:47,27,36.06158398,24.88539892
01/06/2014 07:52:49,27,36.06156831,24.88532681
01/06/2014 07:52:50,27,36.0616001,24.88522818
01/06/2014 07:52:51,27,36.06156679,24.88521584
01/06/2014 07:52:52,27,36.06158822,24.88515317
01/06/2014 07:52:54,27,36.06158153,24.88509437
01/06/2014 07:52:55,27,36.06157632,24.88504106
01/06/2014 07:52:56,27,36.06155155,24.88492032
01/06/2014 07:52:57,27,36.06156726,24.88488071
01/06/2014 07:52:58,27,36.06158165,24.88489501
01/06/2014 07:52:59,27,36.06156647,24.88478204
01/06/2014 07:53:01,27,36.06155491,24.88473101
01/06/2014 07:53:02,27,36.06152401,24.88461825
01/06/2014 07:53:03,27,36.06157625,24.88458147
01/06/2014 07:53:04,27,36.06160338,24.884552
01/06/2014 07:53:05,27,36.06157382,24.88453302
01/06/2014 07:53:06,27,36.06158213,24.88443105
01/06/2014 07:53:09,27,36.06153403,24.88432993
01/06/2014 07:53:13,27,36.06158601,24.88409505
01/06/2014 07:53:14,27,36.06159954,24.88402212
01/06/2014 07:53:18,27,36.06139185,24.88399974
01/06/2014 07:53:22,27,36.06117463,24.8840431
01/06/2014 07:53:24,27,36.06109854,24.88397268
01/06/2014 07:53:25,27,36.0610808,24.88399692
01/06/2014 07:53:27,27,36.0609406,24.88398354
01/06/2014 07:53:28,27,36.06095059,24.88404371
01/06/2014 07:53:29,27,36.06088589,24.88404451
01/06/2014 07:53:30,27,36.06079613,24.88403565
01/06/2014 07:53:31,27,36.06073538,24.88401674
01/06/2014 07:53:32,27,36.06078695,24.88399847
01/06/2014 07:53:33,27,36.06078621,24.8838785
01/06/2014 07:53:35,27,36.0607389,24.88381176
01/06/2014 07:53:36,27,36.0607348,24.88375158
01/06/2014 07:53:37,27,36.06076139,24.88371627
01/06/2014 07:53:38,27,36.06072439,24.88368354
01/06/2014 07:53:39,27,36.06070597,24.88362409
01/06/2014 07:53:40,27,36.06073996,24.88356172
01/06/2014 07:53:41,27,36.06072593,24.88352285
01/06/2014 07:53:42,27,36.06071724,24.88344848
01/06/2014 07:53:43,27,36.06072105,24.88343262
01/06/2014 07:53:44,27,36.06070616,24.88333233
01/06/2014 07:53:45,27,36.06069999,24.88329959
01/06/2014 07:53:46,27,36.06068565,24.88325026
01/06/2014 07:53:48,27,36.06070339,24.88319467
01/06/2014 07:53:50,27,36.06069596,24.88308745
01/06/2014 07:53:51,27,36.0606688,24.88302765
01/06/2014 07:53:52,27,36.06069168,24.88299285
01/06/2014 07:53:55,27,36.06066975,24.88282839
01/06/2014 07:53:57,27,36.06069775,24.88271267
01/06/2014 07:53:58,27,36.06068765,24.88268567
01/06/2014 07:54:00,27,36.06069037,24.88254356
01/06/2014 07:54:01,27,36.06065304,24.88247645
01/06/2014 07:54:02,27,36.06063874,24.88252466
01/06/2014 07:54:05,27,36.0604952,24.88248352
01/06/2014 07:54:07,27,36.06033598,24.88245938
01/06/2014 07:54:08,27,36.06035293,24.88249068
01/06/2014 07:54:09,27,36.06024439,24.88249705
01/06/2014 07:54:11,27,36.06020341,24.88245723
